aaer_event_key,url,fraud_flag
969,https://www.sec.gov/litigation/litreleases/lr16948.htm,1
972,https://www.sec.gov/litigation/litreleases/lr17118.htm,1
973,https://www.sec.gov/litigation/admin/34-44814.htm,0
988,https://www.sec.gov/litigation/admin/34-44858.htm,1
992,https://www.sec.gov/litigation/admin/34-47405.htm,0
998,https://www.sec.gov/litigation/opinions/34-48372.htm,1
1157,https://www.sec.gov/litigation/litreleases/lr18403.htm,1
1174,https://www.sec.gov/litigation/admin/34-48542.htm,0
1281,https://www.sec.gov/litigation/litreleases/lr18503.htm,1
1288,https://www.sec.gov/litigation/litreleases/lr18485.htm,1
1309,https://www.sec.gov/litigation/admin/34-45272.htm,0
1310,https://www.sec.gov/litigation/admin/34-45964.htm,0
1312,https://www.sec.gov/litigation/admin/33-8052.htm,1
1316,https://www.sec.gov/litigation/admin/34-47979.htm,0
1318,https://www.sec.gov/litigation/admin/34-46130.htm,0
1319,https://www.sec.gov/litigation/admin/34-46216.htm,0
1320,https://www.sec.gov/litigation/admin/34-47900.htm,1
1328,https://www.sec.gov/litigation/litreleases/lr18252.htm,1
1329,https://www.sec.gov/litigation/admin/34-48230.htm,1
1330,https://www.sec.gov/litigation/opinions/34-48246.htm,1
1331,https://www.sec.gov/litigation/litreleases/lr18293.htm,0
1337,https://www.sec.gov/litigation/admin/34-42586.htm,1
1339,https://www.sec.gov/litigation/litreleases/lr18332.htm,1
